player_id,player,team_id,team,number,status,position,position_category,height,weight,age,college
22,Kyle Korver,25,Milwaukee Bucks,26.0,INACT,SG,G,"6' 7""",212.0,"March 16, 1981",Creighton
23,Paul Millsap,17,Philadelphia 76ers,8.0,INACT,PF,F,"6' 7""",246.0,"February 10, 1985",Louisiana Tech
24,Mike Muscala,13,Oklahoma City Thunder,50.0,ACT,PF,F,"6' 10""",240.0,"July 1, 1991",Bucknell
25,Lamar Patterson,5,Atlanta Hawks,13.0,INACT,SG,G,"6' 5""",225.0,"August 12, 1991",Pittsburgh
26,Dennis Schroder,18,Brooklyn Nets,17.0,QUES,SG,G,"6' 1""",175.0,"September 15, 1993",None
27,Mike Scott,17,Philadelphia 76ers,1.0,INACT,PF,F,"6' 7""",237.0,"July 16, 1988",Virginia
28,Thabo Sefolosha,15,Houston Rockets,18.0,INACT,SG,G,"6' 6""",220.0,"May 2, 1984",None
29,Tiago Splitter,17,Philadelphia 76ers,47.0,INACT,C,C,"6' 11""",245.0,"January 1, 1985",None
30,Walter Tavares,5,Atlanta Hawks,22.0,INACT,C,C,"7' 3""",265.0,"March 22, 1992",None
31,Jeff Teague,25,Milwaukee Bucks,5.0,INACT,PG,G,"6' 3""",189.0,"June 10, 1988",Wake Forest
32,Bojan Bogdanovic,8,New York Knicks,44.0,ACT,PF,F,"6' 7""",226.0,"April 18, 1989",None
33,Markel Brown,13,Oklahoma City Thunder,26.0,INACT,SG,G,"6' 3""",185.0,"January 29, 1992",Oklahoma State
34,Wayne Ellington,12,Los Angeles Lakers,2.0,INACT,SG,G,"6' 4""",200.0,"November 29, 1987",North Carolina
35,Rondae Hollis-Jefferson,10,Portland Trail Blazers,2.0,INACT,PF,F,"6' 6""",217.0,"January 3, 1995",Arizona
36,Jarrett Jack,9,New Orleans Pelicans,1.0,INACT,G,G,"6' 3""",200.0,"October 28, 1983",Georgia Tech
38,Sean Kilpatrick,22,Chicago Bulls,0.0,INACT,G,G,"6' 4""",212.0,"January 6, 1990",Cincinnati
39,Shane Larkin,6,Boston Celtics,8.0,INACT,PG,G,"5' 11""",175.0,"October 2, 1992",Miami (FL)
40,Brook Lopez,25,Milwaukee Bucks,11.0,ACT,C,C,"7' 1""",282.0,"April 1, 1988",Stanford
41,Chris McCullough,26,Detroit Pistons,20.0,INACT,PF,F,"6' 11""",200.0,"February 5, 1995",Syracuse
42,Willie Reed,26,Detroit Pistons,35.0,INACT,PF,F,"6' 11""",245.0,"May 16, 1990",Saint Louis
43,Thomas Robinson,5,Atlanta Hawks,0.0,INACT,PF,F,"6' 10""",237.0,"March 17, 1991",Kansas
44,Henry Sims,3,Utah Jazz,30.0,INACT,C,C,"6' 10""",248.0,"March 27, 1990",Georgetown
46,Thaddeus Young,24,Phoenix Suns,30.0,ACT,C,C,"6' 8""",225.0,"June 21, 1988",Georgia Tech
47,Nicolas Batum,17,Philadelphia 76ers,40.0,ACT,PF,F,"6' 8""",230.0,"December 14, 1988",None
48,Troy Daniels,16,Denver Nuggets,30.0,INACT,G,G,"6' 4""",205.0,"July 15, 1991",Virginia Commonwealth
49,Jorge Gutierrez,18,Brooklyn Nets,0.0,INACT,PG,G,"6' 3""",195.0,"December 27, 1988",California
51,Aaron Harrison,14,Dallas Mavericks,9.0,INACT,PG,G,"6' 6""",212.0,"October 28, 1994",Kentucky
52,Spencer Hawes,25,Milwaukee Bucks,0.0,INACT,PF,F,"7' 1""",245.0,"April 28, 1988",Washington
53,Al Jefferson,2,Indiana Pacers,25.0,INACT,PF,F,"6' 10""",289.0,"January 4, 1985",None
54,Frank Kaminsky,15,Houston Rockets,33.0,INACT,PF,F,"7' 0""",240.0,"April 4, 1993",Wisconsin
55,Michael Kidd-Gilchrist,14,Dallas Mavericks,9.0,INACT,PF,F,"6' 6""",232.0,"September 26, 1993",Kentucky
56,Jeremy Lamb,19,Sacramento Kings,26.0,INACT,SF,F,"6' 5""",185.0,"May 30, 1992",Connecticut
57,Courtney Lee,14,Dallas Mavericks,1.0,INACT,SG,G,"6' 5""",200.0,"October 3, 1985",Western Kentucky
58,Jeremy Lin,30,Toronto Raptors,17.0,INACT,PG,G,"6' 3""",200.0,"August 23, 1988",Harvard
59,Kemba Walker,14,Dallas Mavericks,34.0,INACT,PG,G,"6' 0""",184.0,"May 8, 1990",Connecticut
60,Marvin Williams,25,Milwaukee Bucks,20.0,INACT,PF,F,"6' 8""",237.0,"June 19, 1986",North Carolina
61,Cody Zeller,9,New Orleans Pelicans,40.0,ACT,C,C,"6' 11""",240.0,"October 5, 1992",Indiana
62,Cameron Bairstow,26,Detroit Pistons,41.0,INACT,PF,F,"6' 9""",260.0,"December 7, 1990",New Mexico
63,Aaron Brooks,1,Minnesota Timberwolves,30.0,INACT,PG,G,"6' 0""",161.0,"January 14, 1985",Oregon
64,Jimmy Butler,20,Miami Heat,22.0,INACT,PF,F,"6' 7""",230.0,"September 14, 1989",Marquette
65,Mike Dunleavy,5,Atlanta Hawks,34.0,INACT,SG,G,"6' 9""",220.0,"September 15, 1980",Duke
66,Cristiano Felicio,22,Chicago Bulls,6.0,INACT,C,C,"6' 10""",265.0,"July 7, 1992",None
67,Pau Gasol,10,Portland Trail Blazers,16.0,INACT,C,C,"7' 1""",250.0,"July 6, 1980",None
68,Taj Gibson,26,Detroit Pistons,67.0,ACT,C,C,"6' 9""",232.0,"June 24, 1985",USC
69,Justin Holiday,16,Denver Nuggets,9.0,ACT,SF,F,"6' 6""",180.0,"April 5, 1989",Washington
70,Doug McDermott,2,Indiana Pacers,20.0,ACT,SG,G,"6' 6""",225.0,"January 3, 1992",Creighton
71,Nikola Mirotic,25,Milwaukee Bucks,41.0,INACT,PF,F,"6' 10""",250.0,"February 11, 1991",None
72,E'Twaun Moore,4,Orlando Magic,55.0,INACT,G,G,"6' 3""",191.0,"February 25, 1989",Purdue
73,Joakim Noah,23,Los Angeles Clippers,55.0,INACT,C,C,"6' 11""",230.0,"February 25, 1985",Florida
74,Bobby Portis,25,Milwaukee Bucks,9.0,ACT,C,C,"6' 10""",250.0,"February 10, 1995",Arkansas
75,Derrick Rose,11,Memphis Grizzlies,23.0,QUES,SG,G,"6' 3""",200.0,"October 4, 1988",Memphis
76,Tony Snell,9,New Orleans Pelicans,21.0,INACT,SG,G,"6' 6""",213.0,"November 10, 1991",New Mexico
77,Matthew Dellavedova,19,Sacramento Kings,8.0,INACT,SG,G,"6' 3""",200.0,"September 8, 1990",Saint Mary's
78,Channing Frye,7,Cleveland Cavaliers,9.0,INACT,C,C,"7' 0""",255.0,"May 17, 1983",Arizona
79,Kyrie Irving,14,Dallas Mavericks,11.0,ACT,SG,G,"6' 2""",195.0,"March 23, 1992",Duke
80,LeBron James,12,Los Angeles Lakers,23.0,QUES,PF,F,"6' 9""",250.0,"December 30, 1984",None
81,Richard Jefferson,16,Denver Nuggets,22.0,INACT,SG,G,"6' 7""",233.0,"June 21, 1980",Arizona
82,James Jones,7,Cleveland Cavaliers,1.0,INACT,SG,G,"6' 8""",218.0,"October 4, 1980",Miami (FL)
85,Kevin Love,20,Miami Heat,42.0,ACT,C,C,"6' 8""",251.0,"September 7, 1988",UCLA
86,Jordan McRae,26,Detroit Pistons,52.0,INACT,SG,G,"6' 5""",179.0,"March 28, 1991",Tennessee
87,Timofey Mozgov,4,Orlando Magic,21.0,INACT,C,C,"7' 1""",275.0,"July 16, 1986",None
88,Iman Shumpert,18,Brooklyn Nets,21.0,INACT,SG,G,"6' 5""",220.0,"June 26, 1990",Georgia Tech
89,J.R. Smith,12,Los Angeles Lakers,21.0,INACT,SG,G,"6' 6""",225.0,"September 9, 1985",None
90,Tristan Thompson,7,Cleveland Cavaliers,13.0,ACT,C,C,"6' 9""",254.0,"March 12, 1991",Texas
91,Mo Williams,5,Atlanta Hawks,52.0,INACT,G,G,"6' 1""",198.0,"December 19, 1982",Alabama
92,Justin Anderson,2,Indiana Pacers,10.0,INACT,SF,F,"6' 6""",230.0,"November 19, 1993",Virginia
93,J.J. Barea,14,Dallas Mavericks,5.0,INACT,PG,G,"5' 10""",185.0,"June 26, 1984",Northeastern
94,Jeremy Evans,5,Atlanta Hawks,22.0,INACT,F,F,"6' 9""",200.0,"October 24, 1987",Western Kentucky
95,Raymond Felton,13,Oklahoma City Thunder,2.0,INACT,G,G,"6' 1""",205.0,"June 26, 1984",North Carolina
96,Devin Harris,14,Dallas Mavericks,34.0,INACT,SG,G,"6' 3""",185.0,"February 27, 1983",Wisconsin
97,David Lee,28,San Antonio Spurs,10.0,INACT,PF,F,"6' 9""",245.0,"April 29, 1983",Florida
98,Wesley Matthews,5,Atlanta Hawks,32.0,ACT,PF,F,"6' 5""",220.0,"October 14, 1986",Marquette
99,JaVale McGee,19,Sacramento Kings,0.0,ACT,C,C,"7' 0""",270.0,"January 19, 1988",Nevada
100,Salah Mejri,14,Dallas Mavericks,50.0,INACT,C,C,"7' 2""",235.0,"June 15, 1986",None
101,Dirk Nowitzki,14,Dallas Mavericks,41.0,INACT,PF,F,"7' 0""",245.0,"June 19, 1978",None
102,Zaza Pachulia,26,Detroit Pistons,27.0,INACT,C,C,"6' 11""",270.0,"February 10, 1984",None
103,Chandler Parsons,5,Atlanta Hawks,31.0,INACT,PF,F,"6' 9""",,"October 25, 1988",Florida
104,Dwight Powell,14,Dallas Mavericks,7.0,ACT,C,C,"6' 10""",240.0,"July 20, 1991",Stanford
106,Deron Williams,7,Cleveland Cavaliers,31.0,INACT,PG,G,"6' 3""",200.0,"June 26, 1984",Illinois
107,Darrell Arthur,24,Phoenix Suns,0.0,INACT,PF,F,"6' 9""",235.0,"March 24, 1988",Kansas
108,D.J. Augustin,15,Houston Rockets,14.0,INACT,PG,G,"5' 11""",183.0,"November 10, 1987",Texas
109,Will Barton,30,Toronto Raptors,1.0,INACT,SF,F,"6' 5""",181.0,"January 6, 1991",Memphis
110,Wilson Chandler,18,Brooklyn Nets,21.0,INACT,PF,F,"6' 8""",225.0,"May 10, 1987",DePaul
111,Kenneth Faried,15,Houston Rockets,35.0,INACT,PF,F,"6' 8""",220.0,"November 19, 1989",Morehead State
112,Danilo Gallinari,25,Milwaukee Bucks,12.0,ACT,C,C,"6' 10""",236.0,"August 8, 1988",None
113,Gary Harris,4,Orlando Magic,14.0,ACT,SF,F,"6' 4""",210.0,"September 14, 1994",Michigan State
114,Nikola Jokic,16,Denver Nuggets,15.0,ACT,C,C,"6' 11""",284.0,"February 19, 1995",None
115,Joffrey Lauvergne,28,San Antonio Spurs,77.0,INACT,PF,F,"6' 11""",260.0,"September 30, 1991",None
116,Mike Miller,16,Denver Nuggets,3.0,INACT,SG,G,"6' 8""",218.0,"February 19, 1980",Florida
117,Emmanuel Mudiay,3,Utah Jazz,15.0,INACT,PG,G,"6' 3""",200.0,"March 5, 1996",None
118,Jameer Nelson,26,Detroit Pistons,54.0,INACT,PG,G,"6' 0""",190.0,"February 9, 1982",St. Joseph's
119,Jusuf Nurkic,24,Phoenix Suns,20.0,ACT,C,C,"7' 0""",290.0,"August 23, 1994",None
120,Jakarr Sampson,2,Indiana Pacers,14.0,INACT,PF,F,"6' 7""",214.0,"March 20, 1993",St. John's
121,Axel Toupane,25,Milwaukee Bucks,66.0,INACT,SG,G,"6' 7""",210.0,"July 23, 1992",None
122,Joel Anthony,25,Milwaukee Bucks,50.0,INACT,PF,F,"6' 9""",245.0,"August 9, 1982",UNLV
123,Aron Baynes,30,Toronto Raptors,46.0,INACT,C,C,"6' 10""",260.0,"December 9, 1986",Washington State
124,Steve Blake,26,Detroit Pistons,22.0,INACT,G,G,"6' 3""",175.0,"February 26, 1980",Maryland
125,Lorenzo Brown,30,Toronto Raptors,4.0,INACT,PG,G,"6' 5""",189.0,"August 26, 1990",North Carolina State
126,Reggie Bullock,15,Houston Rockets,25.0,ACT,SG,G,"6' 6""",205.0,"March 16, 1991",North Carolina
127,Kentavious Caldwell-Pope,16,Denver Nuggets,5.0,ACT,SF,F,"6' 5""",204.0,"February 18, 1993",Georgia
128,Spencer Dinwiddie,12,Los Angeles Lakers,26.0,ACT,SG,G,"6' 5""",215.0,"April 6, 1993",Colorado
129,Andre Drummond,22,Chicago Bulls,3.0,ACT,C,C,"6' 11""",279.0,"August 10, 1993",Connecticut
130,Tobias Harris,17,Philadelphia 76ers,12.0,ACT,SF,F,"6' 8""",226.0,"July 15, 1992",Tennessee
131,Darrun Hilliard,28,San Antonio Spurs,24.0,INACT,SG,G,"6' 6""",220.0,"April 13, 1993",Villanova
132,Reggie Jackson,16,Denver Nuggets,7.0,ACT,SG,G,"6' 2""",208.0,"April 16, 1990",Boston College
133,Stanley Johnson,28,San Antonio Spurs,34.0,INACT,PF,F,"6' 6""",242.0,"May 29, 1996",Arizona
134,Jodie Meeks,30,Toronto Raptors,20.0,INACT,SG,G,"6' 4""",210.0,"August 21, 1987",Kentucky
135,Marcus Morris,7,Cleveland Cavaliers,24.0,ACT,SF,F,"6' 8""",218.0,"September 2, 1989",Kansas
136,Anthony Tolliver,17,Philadelphia 76ers,43.0,INACT,PF,F,"6' 8""",240.0,"June 1, 1985",Creighton
137,Leandro Barbosa,24,Phoenix Suns,19.0,INACT,G,G,"6' 3""",194.0,"November 28, 1982",None
138,Harrison Barnes,19,Sacramento Kings,40.0,ACT,PF,F,"6' 8""",225.0,"May 30, 1992",North Carolina
139,Andrew Bogut,21,Golden State Warriors,12.0,INACT,C,C,"7' 0""",260.0,"November 28, 1984",Utah
140,Ian Clark,9,New Orleans Pelicans,2.0,INACT,SG,G,"6' 3""",175.0,"March 7, 1991",Belmont
141,Stephen Curry,21,Golden State Warriors,30.0,ACT,SG,G,"6' 2""",185.0,"March 14, 1988",Davidson
142,Festus Ezeli,10,Portland Trail Blazers,31.0,INACT,C,C,"6' 11""",265.0,"October 21, 1989",Vanderbilt
143,Draymond Green,21,Golden State Warriors,23.0,ACT,C,C,"6' 6""",230.0,"March 4, 1990",Michigan State
144,Andre Iguodala,21,Golden State Warriors,9.0,INACT,PF,F,"6' 6""",215.0,"January 28, 1984",Arizona
145,Shaun Livingston,21,Golden State Warriors,34.0,INACT,PG,G,"6' 7""",192.0,"September 11, 1985",None
146,Kevon Looney,21,Golden State Warriors,5.0,ACT,C,C,"6' 9""",222.0,"February 6, 1996",UCLA
147,James Michael McAdoo,17,Philadelphia 76ers,14.0,INACT,PF,F,"6' 9""",225.0,"January 4, 1993",North Carolina
148,Brandon Rush,10,Portland Trail Blazers,21.0,INACT,SG,G,"6' 6""",225.0,"July 7, 1985",Kansas
149,Marreese Speights,4,Orlando Magic,5.0,INACT,PF,F,"6' 10""",255.0,"August 4, 1987",Florida
150,Klay Thompson,21,Golden State Warriors,11.0,ACT,SF,F,"6' 6""",220.0,"February 8, 1990",Washington State
151,Anderson Varejao,7,Cleveland Cavaliers,18.0,INACT,FC,F,"6' 10""",273.0,"September 28, 1982",None
152,Trevor Ariza,12,Los Angeles Lakers,1.0,INACT,SG,G,"6' 8""",215.0,"June 30, 1985",UCLA
153,Michael Beasley,18,Brooklyn Nets,30.0,INACT,PF,F,"6' 9""",235.0,"January 9, 1989",Kansas State
154,Patrick Beverley,25,Milwaukee Bucks,21.0,ACT,SG,G,"6' 2""",180.0,"July 12, 1988",Arkansas
155,Corey Brewer,19,Sacramento Kings,13.0,INACT,SG,G,"6' 9""",186.0,"March 5, 1986",Florida
156,Clint Capela,5,Atlanta Hawks,15.0,ACT,C,C,"6' 10""",256.0,"May 18, 1994",None
157,Sam Dekker,30,Toronto Raptors,8.0,INACT,PF,F,"6' 9""",230.0,"May 6, 1994",Wisconsin
159,James Harden,23,Los Angeles Clippers,1.0,ACT,PG,G,"6' 5""",220.0,"August 26, 1989",Arizona State
160,Montrezl Harrell,17,Philadelphia 76ers,5.0,INACT,C,C,"6' 7""",240.0,"January 26, 1994",Louisville
161,Dwight Howard,12,Los Angeles Lakers,39.0,INACT,C,C,"6' 10""",265.0,"December 8, 1985",None
162,Terrence Jones,15,Houston Rockets,9.0,INACT,PF,F,"6' 9""",252.0,"January 9, 1992",Kentucky
163,K.J. McDaniels,13,Oklahoma City Thunder,14.0,INACT,SF,F,"6' 6""",205.0,"February 9, 1993",Clemson
164,Donatas Motiejunas,28,San Antonio Spurs,62.0,INACT,C,C,"7' 0""",222.0,"September 20, 1990",None
165,Josh Smith,9,New Orleans Pelicans,5.0,INACT,F,F,"6' 9""",225.0,"December 5, 1985",None
166,Jason Terry,25,Milwaukee Bucks,3.0,INACT,G,G,"6' 2""",185.0,"September 15, 1977",Arizona
167,Lavoy Allen,29,Washington Wizards,24.0,INACT,PF,F,"6' 9""",260.0,"February 4, 1989",Temple
168,Rakeem Christmas,2,Indiana Pacers,25.0,INACT,PF,F,"6' 9""",250.0,"December 1, 1991",Syracuse
169,Monta Ellis,2,Indiana Pacers,11.0,INACT,G,G,"6' 3""",185.0,"October 26, 1985",None
170,Paul George,23,Los Angeles Clippers,13.0,ACT,SG,G,"6' 8""",220.0,"May 2, 1990",Fresno State
171,George Hill,2,Indiana Pacers,7.0,INACT,SG,G,"6' 4""",188.0,"May 4, 1986",IUPUI
172,Solomon Hill,5,Atlanta Hawks,18.0,INACT,SG,G,"6' 6""",225.0,"March 17, 1991",Arizona
173,Jordan Hill,1,Minnesota Timberwolves,27.0,INACT,PF,F,"6' 10""",240.0,"July 27, 1987",Arizona
174,Ty Lawson,29,Washington Wizards,4.0,INACT,PG,G,"5' 11""",195.0,"November 3, 1987",North Carolina
175,Ian Mahinmi,29,Washington Wizards,28.0,INACT,C,C,"6' 11""",262.0,"November 5, 1986",None
176,C.J. Miles,29,Washington Wizards,34.0,INACT,SG,G,"6' 6""",,"March 17, 1987",None
177,Glenn Robinson III,25,Milwaukee Bucks,0.0,INACT,PF,F,"6' 6""",222.0,"January 8, 1994",Michigan
178,Rodney Stuckey,2,Indiana Pacers,2.0,INACT,G,G,"6' 5""",210.0,"April 21, 1986",Eastern Washington
179,Myles Turner,2,Indiana Pacers,33.0,ACT,C,C,"6' 11""",250.0,"March 23, 1996",Texas
181,Joe Young,2,Indiana Pacers,3.0,INACT,G,G,"6' 2""",185.0,"June 27, 1992",Oregon
182,Brandon Bass,23,Los Angeles Clippers,30.0,INACT,PF,F,"6' 8""",250.0,"April 30, 1985",LSU
183,Tarik Black,15,Houston Rockets,28.0,INACT,PF,F,"6' 9""",250.0,"November 22, 1991",Kansas
184,Anthony Brown,17,Philadelphia 76ers,14.0,INACT,SF,F,"6' 7""",225.0,"October 10, 1992",Stanford
186,Jordan Clarkson,3,Utah Jazz,0.0,QUES,SF,F,"6' 3""",194.0,"June 7, 1992",Missouri
187,Roy Hibbert,16,Denver Nuggets,34.0,INACT,C,C,"7' 2""",270.0,"December 11, 1986",Georgetown
188,Marcelo Huertas,12,Los Angeles Lakers,4.0,INACT,PG,G,"6' 3""",200.0,"May 25, 1983",None
189,Ryan Kelly,5,Atlanta Hawks,30.0,INACT,F,F,"6' 11""",230.0,"April 9, 1991",Duke
190,Larry Nance Jr.,9,New Orleans Pelicans,22.0,ACT,C,C,"6' 8""",245.0,"January 1, 1993",Wyoming
191,Julius Randle,8,New York Knicks,30.0,INACT,C,C,"6' 8""",250.0,"November 29, 1994",Kentucky
192,D'Angelo Russell,12,Los Angeles Lakers,1.0,ACT,PG,G,"6' 3""",193.0,"February 23, 1996",Ohio State
193,Robert Sacre,9,New Orleans Pelicans,0.0,INACT,C,C,"7' 0""",270.0,"June 6, 1989",Gonzaga
194,Lou Williams,5,Atlanta Hawks,6.0,INACT,SG,G,"6' 1""",175.0,"October 26, 1986",None
195,Metta World Peace,12,Los Angeles Lakers,37.0,INACT,F,F,"6' 7""",250.0,"November 13, 1979",St. John's
196,Nick Young,16,Denver Nuggets,34.0,INACT,SG,G,"6' 7""",210.0,"June 1, 1985",USC
197,Cole Aldrich,5,Atlanta Hawks,45.0,INACT,C,C,"6' 11""",253.0,"October 31, 1988",Kansas
199,Jamal Crawford,18,Brooklyn Nets,1.0,INACT,SG,G,"6' 5""",185.0,"March 20, 1980",Michigan
201,Jeff Green,15,Houston Rockets,32.0,ACT,C,C,"6' 8""",235.0,"August 28, 1986",Georgetown
202,Blake Griffin,6,Boston Celtics,91.0,INACT,C,C,"6' 9""",250.0,"March 15, 1989",Oklahoma
203,Wesley Johnson,29,Washington Wizards,4.0,INACT,SG,G,"6' 7""",215.0,"July 11, 1987",Syracuse
204,DeAndre Jordan,16,Denver Nuggets,6.0,ACT,C,C,"6' 11""",265.0,"July 21, 1988",Texas A&M
205,Luc Richard Mbah a Moute,15,Houston Rockets,12.0,INACT,PF,F,"6' 8""",230.0,"September 9, 1986",UCLA
206,Chris Paul,21,Golden State Warriors,3.0,ACT,PG,G,"6' 0""",175.0,"May 6, 1985",Wake Forest
207,Paul Pierce,23,Los Angeles Clippers,34.0,INACT,F,F,"6' 7""",235.0,"October 13, 1977",Kansas
208,Pablo Prigioni,15,Houston Rockets,9.0,INACT,G,G,"6' 3""",185.0,"May 17, 1977",None
209,J.J. Redick,14,Dallas Mavericks,4.0,INACT,SG,G,"6' 3""",195.0,"June 24, 1984",Duke
210,Austin Rivers,1,Minnesota Timberwolves,25.0,INACT,PG,G,"6' 4""",200.0,"August 1, 1992",Duke
211,C.J. Wilcox,2,Indiana Pacers,16.0,INACT,SG,G,"6' 5""",195.0,"December 30, 1990",Washington
213,Chris Andersen,7,Cleveland Cavaliers,0.0,INACT,PF,F,"6' 10""",245.0,"July 7, 1978",Blinn (TX) JC
214,Matt Barnes,21,Golden State Warriors,22.0,INACT,SG,G,"6' 7""",226.0,"March 9, 1980",UCLA
215,Vince Carter,5,Atlanta Hawks,15.0,INACT,SG,G,"6' 6""",220.0,"January 26, 1977",North Carolina
216,Mike Conley,1,Minnesota Timberwolves,10.0,ACT,PG,G,"6' 0""",175.0,"October 11, 1987",Ohio State
217,Jordan Farmar,19,Sacramento Kings,20.0,INACT,PG,G,"6' 2""",180.0,"November 30, 1986",UCLA
218,Marc Gasol,12,Los Angeles Lakers,14.0,INACT,C,C,"6' 11""",255.0,"January 29, 1985",None
219,JaMychal Green,21,Golden State Warriors,1.0,INACT,C,C,"6' 9""",227.0,"June 21, 1990",Alabama
220,P.J. Hairston,15,Houston Rockets,19.0,INACT,SG,G,"6' 6""",220.0,"December 24, 1992",North Carolina
221,Jarell Martin,7,Cleveland Cavaliers,24.0,INACT,PF,F,"6' 10""",239.0,"May 24, 1994",LSU
222,Xavier Munford,25,Milwaukee Bucks,14.0,INACT,SG,G,"6' 2""",180.0,"June 1, 1992",Rhode Island
223,Lance Stephenson,2,Indiana Pacers,6.0,INACT,SF,F,"6' 6""",230.0,"September 5, 1990",Cincinnati
224,Brandan Wright,15,Houston Rockets,32.0,INACT,PF,F,"6' 10""",235.0,"October 5, 1987",North Carolina
225,Chris Bosh,20,Miami Heat,1.0,INACT,PF,F,"6' 11""",235.0,"March 24, 1984",Georgia Tech
226,Luol Deng,1,Minnesota Timberwolves,9.0,INACT,SF,F,"6' 9""",220.0,"April 16, 1985",Duke
227,Goran Dragic,25,Milwaukee Bucks,31.0,INACT,SG,G,"6' 4""",190.0,"May 6, 1986",None
228,Gerald Green,16,Denver Nuggets,64.0,INACT,SG,G,"6' 6""",,"January 26, 1986",None
229,Udonis Haslem,20,Miami Heat,40.0,INACT,C,C,"6' 7""",235.0,"June 9, 1980",Florida
230,Joe Johnson,26,Detroit Pistons,24.0,INACT,PF,F,"6' 7""",240.0,"June 29, 1981",Arkansas
231,Tyler Johnson,28,San Antonio Spurs,28.0,INACT,G,G,"6' 3""",190.0,"May 7, 1992",Fresno State
232,Josh McRoberts,14,Dallas Mavericks,13.0,INACT,PF,F,"6' 10""",240.0,"February 28, 1987",Duke
233,Josh Richardson,20,Miami Heat,0.0,INACT,PG,G,"6' 5""",200.0,"September 15, 1993",Tennessee
235,Dwyane Wade,20,Miami Heat,3.0,INACT,SG,G,"6' 4""",220.0,"January 17, 1982",Marquette
236,Briante Weber,20,Miami Heat,4.0,INACT,PG,G,"6' 2""",170.0,"December 29, 1992",Virginia Commonwealth
237,Hassan Whiteside,3,Utah Jazz,21.0,INACT,C,C,"7' 0""",265.0,"June 13, 1989",Marshall
238,Justise Winslow,30,Toronto Raptors,12.0,INACT,PG,G,"6' 6""",222.0,"March 26, 1996",Duke
240,Giannis Antetokounmpo,25,Milwaukee Bucks,34.0,QUES,C,C,"6' 11""",243.0,"December 6, 1994",None
241,Jerryd Bayless,1,Minnesota Timberwolves,8.0,INACT,PG,G,"6' 3""",210.0,"August 20, 1988",Arizona
242,Michael Carter-Williams,4,Orlando Magic,11.0,INACT,SG,G,"6' 6""",205.0,"October 10, 1991",Syracuse
243,Tyler Ennis,12,Los Angeles Lakers,10.0,INACT,PG,G,"6' 3""",194.0,"August 24, 1994",Syracuse
244,John Henson,8,New York Knicks,31.0,INACT,PF,F,"6' 9""",219.0,"December 28, 1990",North Carolina
245,Damien Inglis,8,New York Knicks,77.0,INACT,SF,F,"6' 8""",225.0,"May 20, 1995",None
247,Khris Middleton,25,Milwaukee Bucks,22.0,ACT,SG,G,"6' 7""",222.0,"August 12, 1991",Texas A&M
248,Greg Monroe,1,Minnesota Timberwolves,55.0,INACT,PF,F,"6' 11""",265.0,"June 4, 1990",Georgetown
249,Steve Novak,25,Milwaukee Bucks,6.0,INACT,F,F,"6' 10""",225.0,"June 13, 1983",Marquette
